title,link,image,episode,rating,views,quality,year,genres,description,season,type
Kimi wa Kanata,https://animevietsub.page/phim/kimi-wa-kanata-a4195/,https://cdn.animevietsub.page/data/poster/2021/07/19/animevsub-UMS6LNG0cI.jpg,N/A,8.9 trong số 10 dựa trên 92 thành viên đánh giá,"568,166",HD,2020,"Fantasy, Drama","Bộ phim giả tưởng dành cho độ tuổi thanh thiếu niên lấy bối cảnh tại quận Ikebukuro của Tokyo, tập trung vào hai người...",Mùa thu,phim lẻ
Majo Minarai wo Sagashite,https://animevietsub.page/phim/majo-minarai-wo-sagashite-a4163/,https://cdn.animevietsub.page/data/poster/2021/06/18/animevsub-ci1sWS29Zt.jpg,N/A,9.5 trong số 10 dựa trên 19 thành viên đánh giá,"48,085",HD,2020,"Shoujo, Comedy, Magic","Majo Minarai wo Sagashite kể về nhân viên văn phòng Tokyo 27 tuổi Mire Yoshizuki vừa trở về Nhật Bản, trong khi sinh viên đại học...",Mùa thu,phim lẻ
Aura: Maryuuin Kouga Saigo no Tatakai,https://animevietsub.page/phim/aura-maryuuin-kouga-saigo-no-tatakai-r1-a4142/,https://cdn.animevietsub.page/data/poster/2021/06/08/animevsub-S4rFrd8m93.jpg,N/A,9.3 trong số 10 dựa trên 80 thành viên đánh giá,"221,567",HD,2013,"School, Romance, Supernatural, Drama"," Ichirō ""Menzu"" Satō, một nam sinh lớp 10 lỡ bỏ quên sách giáo khoa ở trường vào một ngày nọ; liền lẻn vào trường...",Mùa thu,phim lẻ
InuYasha: Tòa lâu đài bên kia màn gương,https://animevietsub.page/phim/inuyasha-toa-lau-dai-ben-kia-man-guong-a1253/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-WWOpd8trFC.jpg,N/A,9.9 trong số 10 dựa trên 8 thành viên đánh giá,"168,930",FHD,2002,"Shounen, Romance, Supernatural, Fantasy, Drama, Demons, Adventure, Historical","Là một tác phẩm truyện tranh và hoạt hình Nhật Bản nổi tiếng của nữ tác giả Takahashi Rumiko. Những ai yêu thích "" Inuyasha...",Mùa thu,phim lẻ
Stand By Me Doraemon 2,https://animevietsub.page/phim/stand-by-me-doraemon-2-a4107/,https://cdn.animevietsub.page/data/poster/2021/05/06/animevsub-u2ZpQfYDZE.jpg,N/A,8.8 trong số 10 dựa trên 37 thành viên đánh giá,"188,305",BD/Bluray,2020,"Seinen, Sci-Fi, Comedy, Kids","Sau khi hồi tưởng về người bà quá cố của mình, Nobita Nobi mong muốn được gặp lại bà và yêu cầu Doraemon đưa họ về...",Mùa thu,phim lẻ
Grisaia: Phantom Trigger The Animation - Stargazer,https://animevietsub.page/phim/grisaia-phantom-trigger-the-animation-stargazer-a4101/,https://cdn.animevietsub.page/data/poster/2021/04/30/animevsub-fG7uZgT3Ih.png,N/A,8.9 trong số 10 dựa trên 19 thành viên đánh giá,"120,636",FHD,2020,"School, Action","Lấy bối cảnh sau sự kiện ở Grisaia no Rakuen, tổ chức ngầm CIRS buộc phải hoạt động công khai, học viện Mihama bị mua...",Mùa thu,phim lẻ
Death Note: Rewrite,https://animevietsub.page/phim/death-note-rewrite-a4042/,https://cdn.animevietsub.page/data/poster/2021/03/17/animevsub-IEtOi18Izb.jpg,N/A,8.9 trong số 10 dựa trên 17 thành viên đánh giá,"257,612",HD,2007,"Thriller, Supernatural, Psychological, Police, Mystery","Phần remake thông qua lời kể của Ryuk, nội dung không khác gì bản TV series nhưng dưới diễn biến khác và có một số phân...",Mùa thu,phim lẻ
Khương Tử Nha: Nhất Chiến Phong Thần,https://animevietsub.page/phim/jiang-ziya-a4058/,https://cdn.animevietsub.page/data/poster/2021/03/20/animevsub-nJNDM6onXz.jpg,N/A,8.7 trong số 10 dựa trên 7 thành viên đánh giá,"47,630",FHD,2020,"Fantasy, Adventure, Action","Sau khi thống lĩnh quần hùng đánh bại Nhà Thương, trừ diệt Trụ Vương vô đạo và Cửu Vỹ Hồ gian tà giúp đem lại thái...",Mùa thu,phim lẻ
One Punch Man: Road to Hero,https://animevietsub.page/phim/one-punch-man-road-to-hero-a2082/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-d0C4gbXaNG.jpg,N/A,9.7 trong số 10 dựa trên 96 thành viên đánh giá,"534,045",HD,2015,"Seinen, Sci-Fi, Supernatural, Super Power, Comedy, Parody, Action","Tập phim OVA của phim One Punch-Man

",Mùa thu,phim lẻ
Bem Movie: Become Human,https://animevietsub.page/phim/bem-movie-become-human-a4006/,https://cdn.animevietsub.page/data/poster/2021/02/16/animevsub-vkuLtc0bZ3.jpg,N/A,9.1 trong số 10 dựa trên 8 thành viên đánh giá,"35,572",HD,2020,"Supernatural, Demons, Horror, Action",Movie Bem,Mùa thu,phim lẻ
Given Movie,https://animevietsub.page/phim/given-movie-a4004/,https://cdn.animevietsub.page/data/poster/2021/02/13/animevsub-L7QDZJzi71.jpg,N/A,9.4 trong số 10 dựa trên 75 thành viên đánh giá,"307,503",HD,2020,"Shounen Ai, Romance, Slice of Life, Drama, Music","Tập trung vào mối quan hệ rắc rối, trắc trở của bộ ba Aki-Ugetsu-Haru. Đến sau cùng Aki sẽ lựa chọn ai làm bến đỗ, ai...",Mùa thu,phim lẻ
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",https://animevietsub.page/phim/haikara-san-ga-tooru-movie-1-benio-hana-no-17-sai-a3980/,https://cdn.animevietsub.page/data/poster/2021/01/05/animevsub-oSn9sN9RvS.jpg,N/A,9 trong số 10 dựa trên 22 thành viên đánh giá,"77,430",HD,2017,"Shoujo, Romance, Comedy, Historical","

Câu chuyện kể về Benio “Haikara-san” Hanamura, cô mất mẹ khi còn nhỏ và được cha mình, một quan chức cấp cao trong...",Mùa thu,phim lẻ
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,https://animevietsub.page/phim/haikara-san-ga-tooru-movie-2-hana-no-tokyo-dai-roman-a3981/,https://cdn.animevietsub.page/data/poster/2021/01/05/animevsub-PawYR7QM6E.jpg,N/A,9.4 trong số 10 dựa trên 14 thành viên đánh giá,"81,734",HD,2018,"Shoujo, Romance, Comedy, Historical","Tiếp nối movie 1. Sau khi nhận được tin tức có liên quan đến thiếu uý, Benio quyết định đến Mãn Châu, và người cô gặp...",Mùa thu,phim lẻ
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,https://animevietsub.page/phim/k-seven-stories-movie-6-circle-vision-nameless-song-a3970/,https://cdn.animevietsub.page/data/poster/2020/12/20/animevsub-rTAo8Xw5RS.jpg,N/A,7.8 trong số 10 dựa trên 4 thành viên đánh giá,"31,437",HD,2018,"Supernatural, Super Power, Action","Adolf K. Weismann đang chia sẻ bữa ăn bình yên với những người thân yêu của mình, nhưng ngày tháng trôi qua, một số người...",Mùa thu,phim lẻ
Kud Wafter,https://animevietsub.page/phim/kud-wafter-a3968/,https://cdn.animevietsub.page/data/poster/2020/12/13/animevsub-lbgmQ0cBHQ.jpg,N/A,9.5 trong số 10 dựa trên 22 thành viên đánh giá,"43,188",HD,2020,"School, Romance, Comedy",Cốt truyện của Kud Wafter chủ yếu xoay quanh cuộc sống của Naoe Riki (直枝 理樹? Lồng tiếng bởi: Tamiyasu Tomoe (chỉ phần...,Mùa thu,phim lẻ
K: Seven Stories Movie 5 - Memory of Red - Burn,https://animevietsub.page/phim/k-seven-stories-movie-5-memory-of-red-burn-a3914/,https://cdn.animevietsub.page/data/poster/2020/10/27/animevsub-eCpNcYRbJG.jpg,N/A,8.5 trong số 10 dựa trên 6 thành viên đánh giá,"25,646",HD,2018,"Supernatural, Super Power, Action","Bây giờ là đầu tháng mười hai. Sắp đến sinh nhật của Anna Kushina, vì vậy các chàng trai của HOMRA quyết định ăn mừng...",Mùa thu,phim lẻ
Saenai Heroine no Sodatekata Fine,https://animevietsub.page/phim/saenai-heroine-no-sodatekata-fine-r1-a3745/,https://cdn.animevietsub.page/data/poster/2020/08/19/animevsub-ki7BKzRrBx.jpg,N/A,9.8 trong số 10 dựa trên 400 thành viên đánh giá,"480,967",HD,2019,"School, Romance, Harem, Ecchi, Comedy","Sau khi phần mềm ban phước công bố tác phẩm đầu tiên của họ, Eriri và Utaha rời nhóm để cùng nhà sáng tạo nổi tiếng...",Mùa thu,phim lẻ
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,https://animevietsub.page/phim/made-in-abyss-movie-3-fukaki-tamashii-no-reimei-r1-a3869/,https://cdn.animevietsub.page/data/poster/2020/09/30/animevsub-6rx3TQWtqG.jpg,N/A,9.7 trong số 10 dựa trên 83 thành viên đánh giá,"220,647",HD,2020,"Sci-Fi, Fantasy, Drama, Adventure, Mystery","Made in Abyss Movie 3: Fukaki Tamashii no Reimei  tiếp tục cuộc phiêu lưu hoành tráng của Riko và Reg, người được tham gia bởi...",Mùa thu,phim lẻ
Birthday Wonderland,https://animevietsub.page/phim/birthday-wonderland-i1-a3746/,https://cdn.animevietsub.page/data/poster/2020/08/19/animevsub-MBz5HWMm2D.jpg,N/A,8 trong số 10 dựa trên 6 thành viên đánh giá,"22,046",HD,2019,"Fantasy, Adventure",Một bộ phim chuyển thể từ cuốn sách thiếu nhi Chikashitsu kara no Fushigi na Tabi năm 1981.Một cuộc phiêu lưu sinh nhật tuyệt...,Mùa thu,phim lẻ
Made in Abyss Movie 1: Tabidachi no Yoake,https://animevietsub.page/phim/made-in-abyss-movie-1-tabidachi-no-yoake-a3747/,https://cdn.animevietsub.page/data/poster/2020/08/19/animevsub-7RNDeS0l7a.jpg,N/A,9.6 trong số 10 dựa trên 21 thành viên đánh giá,"126,579",HD,2019,"Sci-Fi, Fantasy, Drama, Adventure, Mystery",Phim là tổng hợp các tập 1-8 của phim truyền hình năm 2017 với những cảnh quay mới được thêm vào phần giới thiệu. Nó...,Mùa thu,phim lẻ
Made in Abyss Movie 2: Hourou Suru Tasogare,https://animevietsub.page/phim/made-in-abyss-movie-2-hourou-suru-tasogare-a3748/,https://cdn.animevietsub.page/data/poster/2020/08/19/animevsub-LvXc6LIEII.jpg,N/A,9.9 trong số 10 dựa trên 16 thành viên đánh giá,"103,638",HD,2019,"Sci-Fi, Fantasy, Drama, Adventure, Mystery","Phim tổng hợp các tập 9 - 13 của bộ phim truyền hình dài tập 2017. Riko và Reg xuống tầng thứ ba, nơi Riko có trải nghiệm...",Mùa thu,phim lẻ
Cencoroll Connect,https://animevietsub.page/phim/cencoroll-connect-r1-a3750/,https://cdn.animevietsub.page/data/poster/2020/08/19/animevsub-6UC88nkLTk.png,N/A,8.5 trong số 10 dựa trên 15 thành viên đánh giá,"46,562",HD,2019,"Sci-Fi, Action",Phần tiếp theo của Cencoroll.,Mùa thu,phim lẻ
Sora no Aosa wo Shiru Hito yo,https://animevietsub.page/phim/sora-no-aosa-wo-shiru-hito-yo-a3737/,https://cdn.animevietsub.page/data/poster/2022/06/28/animevsub-oXPGf1Vkwb.jpg,N/A,9.7 trong số 10 dựa trên 52 thành viên đánh giá,"95,503",HD,2019,"Romance, Supernatural, Drama, Music","Học sinh trung học Aoi Aioi sống với chị gái của mình, Akane, sau một tai nạn thương tâm đã cướp đi sinh mạng của cha mẹ...",Mùa thu,phim lẻ
Hello World,https://animevietsub.page/phim/hello-world-r1-a3711/,https://cdn.animevietsub.page/data/poster/2020/04/24/animevsub-3D53m9IkJM.jpg,N/A,9.7 trong số 10 dựa trên 271 thành viên đánh giá,"487,954",HD,2019,Sci-Fi,"Năm 2027, và thành phố Kyoto đã trải qua những tiến bộ công nghệ to lớn. Trong thành phố, Naomi Katagaki, một cậu bé vụng...",Mùa thu,phim lẻ
Psycho-Pass: Sinners of the System Case.2 - First Guardian,https://animevietsub.page/phim/psycho-pass-sinners-of-the-system-case2-first-guardian-a3671/,https://cdn.animevietsub.page/data/poster/2019/10/27/animevsub-FEkiUXEjLb.jpg,N/A,10 trong số 10 dựa trên 5 thành viên đánh giá,"46,218",HD,2019,"Sci-Fi, Psychological, Police, Action","""Điều gì thực sự đã xảy ra trong Chiến dịch Footstamp?!""2112; mùa hè trước khi Akane Tsunemori được giao cho Phòng Một của...",Mùa thu,phim lẻ
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,https://animevietsub.page/phim/mob-psycho-100-dai-ikkai-rei-toka-soudansho-ian-ryokou-kokoro-mitasu-iyashi-no-tabi-a3670/,https://cdn.animevietsub.page/data/poster/2019/10/25/animevsub-cRnGU1hrrv.jpg,N/A,9.5 trong số 10 dựa trên 19 thành viên đánh giá,"85,929",HD,2019,"Slice of Life, Supernatural, Comedy, Action","Mob, Reigen, Dimple, and the newest member of the Spirits and Such Consultation Office staff, Serizawa, take a trip up to a secluded hot spring called...",Mùa thu,phim lẻ
Black Fox,https://animevietsub.page/phim/black-fox-r1-a3649/,https://cdn.animevietsub.page/data/poster/2022/03/05/animevsub-QhIMn1d390.jpg,N/A,9.4 trong số 10 dựa trên 15 thành viên đánh giá,"81,153",HD,2019,Action,"Trong một khu phố Ninja, nơi cách xa thành phố, cô bé Rikka là con gái lớn của tộc Ninja, cha cô là một nhà nghiên cứu, cô...",Mùa thu,phim lẻ
Tớ Muốn Ăn Tụy Của Cậu,https://animevietsub.page/phim/to-muon-an-tuy-cua-cau-a3271/,https://cdn.animevietsub.page/data/poster/2018/10/07/animevsub-00eTdBquYD.jpg,N/A,9.7 trong số 10 dựa trên 403 thành viên đánh giá,"781,395",HD,2018,Drama,"Movie năm 2018 

Bộ phim kể về người dẫn chuyện – chỉ xưng là “tôi” – trong một lần đến bệnh viện đã phát...",Mùa thu,phim lẻ
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,https://animevietsub.page/phim/one-piece-episode-of-east-blue-luffy-to-4-nin-no-nakama-no-daibouken-a3603/,https://cdn.animevietsub.page/data/poster/2019/08/24/animevsub-qVyBxkFVkq.jpg,N/A,7.7 trong số 10 dựa trên 15 thành viên đánh giá,"4,304,689",HD,2017,"Shounen, Super Power, Fantasy, Drama, Comedy, Adventure, Action","Kể về hành trình đáng nhớ của Luffy với 4 người đồng đội đầu tiên, Zoro, Usopp, Sanji và Nami.",Mùa thu,phim lẻ
Baja no Studio,https://animevietsub.page/phim/baja-no-studio-a3588/,https://cdn.animevietsub.page/data/poster/2019/08/06/animevsub-decq8kZwrw.jpg,N/A,9 trong số 10 dựa trên 10 thành viên đánh giá,"29,554",HD,2017,"Fantasy, Magic","""Tên tôi là Baja. Đó là những gì mọi người gọi tôi, vì vậy có lẽ là Baja. Tôi đến đây từ thế giới bên ngoài khi tôi...",Mùa thu,phim lẻ
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,https://animevietsub.page/phim/kono-subarashii-sekai-ni-shukufuku-wo-kurenai-densetsu-r1-a3569/,https://cdn.animevietsub.page/data/poster/2019/07/24/animevsub-y0I9faHEQo.jpg,N/A,9.7 trong số 10 dựa trên 279 thành viên đánh giá,"956,770",HD,2019,"Supernatural, Fantasy, Comedy, Adventure, Parody, Magic",Movie đầu tiên của KonoSuba!,Mùa thu,phim lẻ
Nisekoi Live Action,https://animevietsub.page/phim/nisekoi-live-action-i1-a3552/,https://cdn.animevietsub.page/data/poster/2019/08/26/animevsub-PQnHn0MyD3.jpg,N/A,3.1 trong số 10 dựa trên 131 thành viên đánh giá,"339,457",HD,2018,"School, Romance, Comedy",,Mùa thu,phim lẻ
Mahou Shoujo Lyrical Nanoha: Detonation,https://animevietsub.page/phim/mahou-shoujo-lyrical-nanoha-detonation-a3550/,https://cdn.animevietsub.page/data/poster/2019/08/05/animevsub-cIBMngQLmK.jpg,N/A,9.7 trong số 10 dựa trên 16 thành viên đánh giá,"59,262",HD,2018,"Super Power, Drama, Comedy, Magic, Action",,Mùa thu,phim lẻ
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,https://animevietsub.page/phim/dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-ova-a587/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-81432.jpg,N/A,9.5 trong số 10 dựa trên 94 thành viên đánh giá,"243,921",HD,2016,"Romance, Fantasy, Comedy, Adventure, Action",Tập OVA Tắm Suối Nước Nóng Ở Dungeon,Mùa thu,phim lẻ
Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,https://animevietsub.page/phim/rezero-kara-hajimeru-isekai-seikatsu-memory-snow-i1-a3283/,https://cdn.animevietsub.page/data/poster/2018/10/20/animevsub-TLcp9Qx8Gn.jpg,N/A,9.5 trong số 10 dựa trên 149 thành viên đánh giá,"620,024",BD Vietsub,2018,"Thriller, Psychological, Fantasy, Drama",OVA Re:Zero kara Hajimeru Isekai Seikatsu,Mùa thu,phim lẻ
Tales of Zestiria: Doushi no Yoake,https://animevietsub.page/phim/tales-of-zestiria-doushi-no-yoake-a2493/,https://cdn.animevietsub.page/data/poster/2017/09/22/animevsub-IvhduKLKPm.jpg,N/A,9 trong số 10 dựa trên 9 thành viên đánh giá,"50,686",HD,2014,Fantasy,"Phim hoạt hình truyền hình đặc biệt của Tales Bandai Namco trong game Tales of Zestiria

",Mùa thu,phim lẻ
Bầu Trời Trong Xanh Ngày Hôm Qua,https://animevietsub.page/phim/bau-troi-trong-xanh-ngay-hom-qua-a3284/,https://cdn.animevietsub.page/data/poster/2018/10/21/animevsub-nNMVKG8hJA.jpg,N/A,8.1 trong số 10 dựa trên 24 thành viên đánh giá,"53,192",HD,2018,"School, Romance, Slice of Life, Drama","Vào cuối những năm 90, ở Trung Quốc, Tú Xiaoyi, một học sinh trung học, không quan tâm đến điểm số và thích chơi trò chơi...",Mùa thu,phim lẻ
Jin-Rou,https://animevietsub.page/phim/jin-rou-a3211/,https://cdn.animevietsub.page/data/poster/2018/09/03/animevsub-dtm3w1U4vW.jpg,N/A,8.7 trong số 10 dựa trên 7 thành viên đánh giá,"50,305",HD,1999,"Romance, Psychological, Police, Drama, Military","Phim lấy đề tài những năm 1960 sau chiến tranh ở Nhật để viết nên một lịch sử khác, nơi mà một lực lượng siêu cảnh...",Mùa thu,phim lẻ
ReLIFE Live Action,https://animevietsub.page/phim/relife-live-action-i3-a2558/,https://cdn.animevietsub.page/data/poster/2017/09/23/animevsub-TJSDI4SqNi.jpg,N/A,7.6 trong số 10 dựa trên 24 thành viên đánh giá,"155,756",HD,2017,"School, Romance, Slice of Life, Comedy",Kaizaki Arata (Taishi Nakagawa) là một người đàn ông thất nghiệp 27 tuổi. Anh ta đã thôi việc khi đang làm ở công ty đầu tiên...,Mùa thu,phim lẻ
Itsuka Aeru Kimi ni,https://animevietsub.page/phim/itsuka-aeru-kimi-ni-a3308/,https://cdn.animevietsub.page/data/poster/2018/11/25/animevsub-lDL8ShI7Ce.jpg,N/A,7.5 trong số 10 dựa trên 2 thành viên đánh giá,"17,713",HD,2018,"Sci-Fi, Romance","Một phim hoạt hình xúc tiến du lịch cho thành phố Ogaki ở tỉnh Gifu. Kịch bản của câu chuyện được viết bởi Kou Nakamura,...",Mùa thu,phim lẻ
Phim: Lupin III đối đầu Thám tử lừng danh Conan,https://animevietsub.page/phim/phim-lupin-iii-doi-dau-tham-tu-lung-danh-conan-a659/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-51663.jpg,N/A,9.3 trong số 10 dựa trên 31 thành viên đánh giá,"1,069,221",HD,2013,"Shounen, Comedy, Mystery, Action",Là phần phim về Lupin III và thám tử Conan,Mùa thu,phim lẻ
Mobile Suit Gundam NT,https://animevietsub.page/phim/mobile-suit-gundam-nt-i1-a3311/,https://cdn.animevietsub.page/data/poster/2018/12/01/animevsub-zUYbGRyAkc.jpg,N/A,9.8 trong số 10 dựa trên 4 thành viên đánh giá,"94,511",HD,2018,"Sci-Fi, Space, Drama, Military, Mecha, Action","U.C. 0097, một năm sau khi mở Hộp Laplace. Bất chấp sự mặc khải của Hiến chương Thế kỷ thừa nhận sự tồn tại và quyền...",Mùa thu,phim lẻ
