user_id,titles_watched
82,"To Be Hero, Có Bạn Gái  Lại Thêm Bạn Gái, Sekai kara Neko ga Kieta nara, Nekomonogatari: Kuro, Minami-ke Tadaima, Altered Carbon: Resleeved, Sukitte Ii nayo Live Action, Gintama., Ai no Utagoe wo Kikasete, Kotoura-san, Busou Shoujo Machiavellianism, Shaman King, Pokemon Evolutions, Jewelpet Magical Change, 86 2nd Season"
83,"Dino Knight Sentai Ryuusouger, Vạn Cổ Kiếm Thần, Penguin Musume♥Heart, Suzumiya Haruhi no Yuuutsu, Vạn Giới Độc Tôn, Keppeki Danshi! Aoyama-kun, Thám tử lừng danh Conan: Hoa hướng dương rực lửa, Psycho-Pass 3, Đội bóng chày siêu đẳng, Gối Đao Lên Hát, M3: Sono Kuroki Hagane, Nữ Sinh Bóng Chày"
84,"Mushishi, Anh Hùng? Ta Không Làm Lâu Rồi, Phi Đội Ma Pháp Thần Tượng Liên Minh Không Quân - Phù Thủy Ánh Dương, Doraemon: Nobita Và Cuộc Chiến Vũ Trụ Tí Hon, Inu x Boku SS"
85,"One Piece Film: Strong World, Inazuma Eleven: Outer Code, Kidou Keisatsu Patlabor, Ashita no Nadja, Nữ Phản Diện Bao Nuôi Trùm Cuối, Kyou no 5 no 2, Choujigen Game Neptune The Animation: Nep no Natsuyasumi, Tại sao bà giáo lại ở đây?! OVA, Little Witch Academia, Mars Red, UniteUp! Uni:Birth, Tales of Vesperia: The First Strike"
86,"Hậu Cung Giả Tạo, Gintama 2: Yonimo Kimyo na Gintama-chan (2018), Tiên Tích Tầm Tung, Hori-san to Miyamura-kun, Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon Desu, Cheer Danshi!!, Majo Minarai wo Sagashite, One Piece: Gyojin Tou-hen, Drifters Specials, School Rumble Ichi Gakki Hoshuu, Donten ni Warau Gaiden: Shukumei  Soutou no Fuuma, Yurei Deco, Genshiken 2"
87,"Đan Đạo Chí Tôn, Macross Flash Back 2012, Pháp Sư Thế Giới Mới, Sword Gai: The Animation Part II, Dị Thế Ma Vương 2, Totsukuni no Shoujo (2022), Fushigiboshi no☆Futagohime, One Piece Movie 7: Karakuri-jou no Mecha Kyohei, Super Crooks, Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha, Thám tử lừng danh Conan: Kho báu dưới đáy đại dương, Redline, KÝ SINH THÚ, Những Cô Nàng Thú Đáng Yêu 2, K, 009 Re:Cyborg, Henjin no Salad Bowl, 7 viên ngọc rồng Z, Sin: Thất Đại Tội, Gekijouban Chou Kamen Rider Den-O & Decade"
88,"Spy x Family Season 2, A Day Before Us, Gamera: Rebirth, Tenshi no 3P!, I My Me! Strawberry Eggs, Hòm Thư Medaka 1, Nhật Ký Quan Sát Của Yatogame-chan, Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai, Mushishi, Chi's Sweet Home OVA, Temple, Kyoukai no Kanata, Hàng Xóm Của Tôi Là Totoro, Prison School, Lúc Đó  Tôi Đã Chuyển Sinh Thành Slime Mùa 2 Part 2, A.I.C.O.: Incarnation, Urusei Yatsura"
89,"Cổng chiến tranh, Radiant, Dantalian no Shoka: Ibarahime, Love Live! Superstar!!, Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season, Pastel Life, Jashin-chan Dropkick, Bách Luyện Thành Thần, Busou Renkin, Megaton-kyuu Musashi 2nd Season, D.C.II: Da Capo II, Great Pretender, Evangelion: 3.0 (-46h), Thợ săn ẩm thực: Bishokushin no Special Menu, Fruits Basket 3rd Season, Phim: Lupin III đối đầu Thám tử lừng danh Conan, Hitori no Shita: The Outcast 4th Season, Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen"
90,"Tây Hành Kỷ, Mushikago no Cagaster, Gift: Eternal Rainbow Special, Phiêu Lưu Cùng Người Bạn Đã Trở Thành Thiếu Nữ Xinh Đẹp Ở Dị Giới, Heya Camp△, D.C.if: Da Capo if, Pokemon Legends Arceus: Yuki Hodo Kishi Futaai, Baka to Test to Shoukanjuu: Matsuri, Onihei, Bartender, Kamen Rider Geats, Yu☆Gi☆Oh!: Duel Monsters GX, Trạch Thiên Ký, Kimi no Koe wo Todoketai, Võ Luyện Đỉnh Phong"
91,"Pokemon: Vị thần tôn kính - Arceus, Cô Dâu Pháp Sư Mùa 2, Sukitte Ii nayo Live Action, Shuriken Sentai Ninninger, Shy, Độc Bộ Tiêu Dao, Chuyến Tàu Vào Mỗi Sáng Thứ Hai, Nejimaki Seirei Senki: Tenkyou no Alderamin, Thánh Hiệp Sĩ Từ Nơi Tận Cùng, Sekai Saikou no Ansatsusha  Isekai Kizoku ni Tensei suru, Hagure Yuusha no Aesthetica, Ta Muốn Trở Thành Chúa Tể Bóng Tối!, Kud Wafter"
92,"Kamen Rider Wizard, Plastic Neesan, Hayate no Gotoku!!, Persona: Trinity Soul, Thiếu Nữ Cấp Nguồn Ở Thế Giới Đảo Lộn, Nanbaka, Tsubasa to Hotaru, Machine-Doll wa Kizutsukanai, Elf-san wa Yaserarenai., Chuyên Gia Diệt Qủy: Kyoto Fujouou-hen, Kimi Wa Petto (2017)"
93,"Tayutama: Kiss on My Deity, Puniru wa Kawaii Slime, Tokyo Revengers, Blame! Movie, Boku no Kokoro no Yabai Yatsu Season 2, Midara na Ao-chan wa Benkyou ga Dekinai, Black Clover: Mahou Tei no Ken, Show By Rock!! #, Bungou Stray Dogs: Dead Apple, Uchouten Kazoku 2, Lập Harem Chốn Mê Cung Ở Dị Giới, Sân Khấu Tình Yêu, Nữ Sinh Bóng Chày, Onmyou Taisenki, Arc the Lad, Bí Ẩn Trên Hòn Đảo, Không Bỏ Cuộc, Chén thánh: Đêm Định Mệnh, Học Viện Anh Hùng Mùa 4, Hoshi wo Ou Kodomo"
94,"Oshiete! Galko-chan OVA, Kengan Ashura 2nd Season, Ulysses: Jehanne Darc to Renkin no Kishi, Sunoharasou no Kanrinin-san [BD], Cyborg 009: Call of Justice 1, Lovedol: Lovely Idol, Idoly Pride, Girlfriend (Note), Birthday Wonderland, Sora no Aosa wo Shiru Hito yo, Baki, Piano no Mori (TV), Xiong Chumo Zhi: Xue Ling Xiong Feng, Bất Động Sản RPG, IDOLiSH7: Second Beat!, Tonari no Seki-kun to Rumi-chan no Jishou, Maria†Holic, Another: The Other - Inga [BD], Shingeki no Kyojin Picture Drama, Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life"
95,"Nhắn Gửi Tất Cả Các Em  Những Người Tôi Đã Yêu, Thermae Romae Novae, Magic-Kyun! Renaissance, Chu Feng: B.E.E, Clone Baby, Overlord Movie 2: Shikkoku no Eiyuu, Golgo 13, Ranh Giới Quỷ, Shuumatsu no Harem, Koi Kaze, Hayate no Gotoku!, Luger Code 1951, Denki-gai no Honya-san, X/1999, Mermaid Melody Pichi Pichi Pitch, Ai no Kusabi (2012), Initial D Fourth Stage, Người Hùng Cuối Cùng"
96,"Baby Steps, Cuộc phiêu lưu kỳ bí, Kodomo no Jikan: Ni Gakki, Meitou Isekai no Yu Kaitakuki: Arafoo 40 Onsen Mania no Tensei Saki wa  Nonbiri Onsen Tengoku deshita"
97,"Học viện anh hùng: Nhiệm vụ giải cứu thế giới, High Card, One Piece: Adventure of Nebulandia, Yama no Susume: Second Season, Tasogare Otome x Amnesia: Taima Otome, High School DxD Hero, Triage X, Cô Kuroitsu ở Cục Phát triển Quái nhân"
98,"Boku wa Tomodachi ga Sukunai Next, Tokyo Godfathers, Laputa: Lâu Đài Trên Không Trung, Ookami-san to Shichinin no Nakama-tachi, Kamen Rider Black Sun, Lucky☆Star, Free!: Eternal Summer, Haiyore! Nyaruko-san F, Joukamachi no Dandelion, Anh Hùng Cương Dương Movie, Điều Tuyệt Vời Nhất, Bakuretsu Tenshi: Infinity"
99,"Layton Mystery Tanteisha: Katri no Nazotoki File, Thợ Săn Ẩm Thực, Tsubasa: Tokyo Revelations, To LOVE-Ru Darkness OVA, Genshiken OVA, Con Đường Mùa Xuân, Mai Mai Shinko to Sennen no Mahou, Usagi Drop, Gunslinger Girl: Il Teatrino, Shachiku-san wa Youjo Yuurei ni Iyasaretai., Boku no Hero Academia: UA Heroes Battle, Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru, Đồ Đệ Của Ta Đều Là Đại Lão, Kimi no Kokoro wa Kagayaiteru kai?, Magic Kaito, Tachibanakan Triangle, Hội Chứng Tuổi Thanh Xuân Movie, Sword Art Online II: Sword Art Offline II, Upotte!!: Miatte Waratte, Shinmai Maou no Testament Burst"
100,"Thổ thần tập sự OVA, Mazinger Z Movie: Infinity, Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen, BoBoiBoy: The Movie, Thái Ất Tiên Ma Lục Phần 3, Deaimon, Toaru Kagaku no Accelerator, Oshiete! Galko-chan"
101,"Yoru no Kuni, Canaan, Acchi Kocchi Special, Oushitsu Kyoushi Heine, Hắc Bạch Vô Song Phần 3, The IDOLM@STER Cinderella Girls: U149, Given Movie 2: Hiiragi Mix, Shijou Saikyou no Deshi Kenichi, Shuffle!, Senran Kagura Shinovi Master: Tokyo Youma-hen, Behemoth Hạng S Bị Nhầm Là Mèo Và Trở Thành Hiệp Sĩ (Thú Cưng) Của Nàng Elf, Overlord: Ple Ple Pleiades (OVA), Maken-Ki! Two, Fate kaleid liner Prisma Illya Movie: Licht - Namae no Nai Shoujo"
102,"Tiger & Bunny, Thành Phố Bí Ẩn, Hắc Bạch Vô Song Phần 2, Cross Road, Girls & Panzer: Saishuushou Part 2 Specials, Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei, Gankutsuou, Ranpo Kitan: Game of Laplace, Các cô gái ở học viện ALCA, Pokemon: Mezase Pokemon Master, Night Wizard, Love Hina, Ultra Maniac, Gakuen Alice, Tengen Toppa Gurren Lagann Movie 1: Gurren-hen"
103,"Bách quỷ dạ hành OVA, Nổi Loạn!, C³ Special, Umayon, Thất Nghiệp Chuyển Sinh, Thám Tử Lừng Danh Conan: Ngôi Sao 5 Cánh 1 Triệu Đô, Corpse Party (Live Action), Tôi Gánh Trên Vai Một Triệu Sinh Mạng Phần 2, Suisei no Gargantia, Kaitou Joker 2nd Season, Tokyo Revengers: Seiya Kessen-hen, Angel Beats!: Another Epilogue, Ranh giới Hư không: Khu vườn Tội lỗi"
104,"Nokemono-tachi no Yoru, Giả kim thuật sư, Magic Kaito, Vợ Tôi Trở Thành Học Sinh Tiểu Học, Bubble, Shigatsu wa Kimi no Uso: Moments, Potemayo, Shonan Junai Gumi!, Future GPX Cyber Formula Sin, Dekoboko Majo no Oyako Jijou, Labyrinth Of Flames, Phong Tư Vật Ngữ - Tiên La, Bishoujo Senshi Sailor Moon Eternal Movie 2, Hibike! Euphonium Movie 3: Chikai no Finale, Denji Sentai Megaranger, Prince of Tennis: The National Tournament Finals, Thiên Bảo Phục Yêu Lục, Samurai High School Live Action, Doraemon: Nobita to Mirai Note"
105,"Đao Kiếm Thần Vực - Dự án Alicization, Chibi Devi! New Series, Yozakura Quartet: Tsuki ni Naku, Tam Thập Lục Kỵ, Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me, AIKa, Spy x Family Movie: Code: White, Yuru Camp"
106,"Đại Chiến Người Khổng Lồ Mùa Cuối - Đại Kết Cục, Ai Wo Utau Yori Ore Ni Oborero!, Thanh Gươm Diệt Quỷ - Kimetsu no Yaiba, Hikaru no Go, Hentatsu (TV), Mary Và Đoá Hoa Phù Thuỷ, Lupin the IIIrd: Chikemuri no Ishikawa Goemon, High School DxD Hero, Linh Lung, Thám Tử Conan Movie 5: Những Giây Cuối Cùng Tới Thiên Đường, Thần Long Chiến Y, One Piece Live Action"
107,"Tiểu Đội Kéo - Bí Ngô, Cao Thủ Bóng Rổ, Natsume Yuujinchou: Itsuka Yuki no Hi ni, D.C. I&II P.S.P. Re-Animated, Persona 5 the Animation Specials, Lãng khách Kenshin: Đại hỏa Kyoto, Jibaku Shounen Hanako-kun, 7 viên ngọc rồng Kai, Bảy Viên Ngọc Rồng SP 2, PriPri Chii-chan!!"
108,Ghost Hunt
109,"Ta ga Tame no Alchemist, Mushikago no Cagaster, Junjou Romantica Special, Asu no Yoichi!, Tiên Nghịch, Vạn Giới Thần Chủ, Houkago Teibou Nisshi, Kinnikuman: Kanpeki Chоujin Shiso-hen 2nd Season, Mikakunin de Shinkoukei, Eromanga-sensei, Quái Thú, Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA, Shinya! Tensai Bakabon"
110,"Uta no☆Prince-sama♪ Maji Love Legend Star, Power Rangers Dino Force Brave, Soukyuu no Fafner: Dead Aggressor - Exodus Mùa 2, Venus Senki, Hetalia Axis Powers, Vật Thất Lạc Của Bầu Trời Movie 2, Gravitation, Strike Witches Movie"
111,"Gundam Build Fighters, Clannad Movie, Thám Tử Lừng Danh Conan: Câu Chuyện Về Haibara Ai: Chuyến Tàu Sắt Bí Ẩn Màu Đen, HÀNH TRÌNH THAY ĐỔI THẾ GIỚI: Otome Tairan, Tari Tari"
112,"Chào Mừng Đến Với Lớp Học Đề Cao Thực Lực, Nhất Niệm Vĩnh Hằng Phần 2, Hoshizora e Kakaru Hashi, Shoot! Mở Lối Tương Lai, Làm Nóng Lá Gan Chú Heo, Fruits Basket, Yesterday wo Utatte, Tình yêu ngang trái SS2"
113,"IDOLiSH7 Vibrato, Tác giả đào hoa, Isekai wa Smartphone to Tomo ni."
114,"Mê Vực Hành Giả, Tân Phong Thần: Na Tra Trùng Sinh, Thuỷ Thủ Mặt Trăng R: The Movie"
115,"Evangelion: ReDeath, Precure Super Stars! Movie, Kemurikusa (TV), Chuyện Cổ Tích Của Cô Gái Thời Taisho, La Storia Della Arcana Famiglia OVA, Arata Kangatari, Gundam Build Divers, Sanzoku no Musume Ronja"
116,Guilty Crown: Lost Christmas
117,"Mãi Nhớ, Cuộc Chiến Mùa Hè, Kubo Không Để Tôi Vô Hình, Bách Luyện Thành Thần, Bách Hoa Liễu Loạn: Samurai Girls Specials, Blue Archive the Animation, Pokemon: Tớ Chọn Cậu!, Vạn Vực Chi Vương, Lãng khách Kenshin: Đại hỏa Kyoto, Công chúa bánh ngọt, Bình Minh Của Phù Thủy, Eve no Jikan (Movie), Nanatsu no Taizai: Ensa no Edinburgh, Pháp Sư Thế Giới Mới, Toaru Kagaku no Railgun: Motto Marutto Railgun, Wakaokami wa Shougakusei!, Vật Thất Lạc Của Bầu Trời, Ao Ashi"
118,"Kizuna no Allele 2nd Season, Yesterday wo Utatte, Tadaima  Okaeri, Loveless, Great Teacher Onizuka, Erementar Gerad, Thái Nhất Kiếm Tiên Truyện, Katte ni Kaizou, Shinya Shokudo, Fairy Gone 2nd Season, Soukyuu no Fafner: Dead Aggressor - Exodus Mùa 2, Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Nomad: Megalo Box 2, Cupid's Chocolates, Kubikiri Cycle: Aoiro Savant to Zaregototsukai, Namu Amida Butsu!: Rendai Utena, Hai to Gensou no Grimgar"
119,"Thế giới chỉ có Thánh thần biết, Anne Happy♪"
120,"Senran Kagura Shinovi Master: Tokyo Youma-hen, Atom: Sứ Mệnh Khởi Đầu, Nekopara, Tây Hành Kỷ - Tạm Biệt Ngộ Không, Dinh Thự Bóng Mùa 2, One Punch Man: Road to Hero, Thần Ấn Vương Tọa, Rurouni Kenshin: Meiji Kenkaku Romantan (2023), Thái Ất Tiên Ma Lục Phần 3, Inazuma Eleven: Chou Jigen Dream Match, Lodoss-tou Senki, Ooi! Tonbo, Kiitarou Shounen no Youkai Enikki, Bách Hoa Liễu Loạn: Samurai Bride Specials, Fate/stay night Movie: Heaven's Feel - I. Presage Flower"
121,"Monster Strike: Zoku Saishuu-banashi - Pandora no Hako, Grisaia no Kajitsu, Rồng Cỏ Bị Mang Tiếng Ác Mùa 2, Shouwa Genroku Rakugo Shinjuu, Kami no Tou: Ouji no Kikan, Seikoku no Dragonar, Cheer Danshi!!, Gunslinger Girl: Il Teatrino, Senran Kagura Specials, Sekai de Ichiban Tsuyoku Naritai!, Phù Thuỷ Thời Đại Mới OVA"
122,"Meguriau Sekai, Needless, Mendol, Sử Ma của Zero: Princesses no Rondo, Mở Ra Một Thế Giới Tuyệt Vời OVA, Đấu Phá Thương Khung - Phần 4, Amaama to Inazuma, Mangirl!"
123,"Ragna Crimson, Giai điệu trên triền dốc, QUYỂN SÁCH CỦA BANTORRA, Carnival Phantasm: Illya-jou"
124,"Uchu Sentai Kyuranger, Snack Basue, Knights of the Zodiac: Saint Seiya, Tần Thời Minh Nguyệt Phần 3: Chư Tử Bách Gia, Chuunibyou demo Koi ga Shitai! Ren Specials, Great Teacher Onizuka, Inu ni Nattara Suki na Hito ni Hirowareta., Mahou Sensou, Encanto: Vùng Đất Thần Kỳ, Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's, Tam Thập Lục Kỵ, Terminator 0"
125,"Transformers Micron Densetsu, Học Viện Ma Vương, Chưởng Giáo Tông Môn Ẩn Thế, Thư Gửi Momo, Choujigen Game Neptune The Animation OVA: Hidamari no Little Purple, Đến Từ Abyss, Fumiko no Kokuhaku, Đại Chiến Titan Mùa 3, Obey Me! Season 2, Bản Giao Hưởng của Cuộc sống: Suisougaku-bu no Nichijou, Mouretsu Pirates, Pháp Sư Tiễn Táng Frieren"
126,"Tôi Trở Nên Mạnh Hơn Nhờ Nâng Cấp Các Kỹ Năng Của Nông Dân., Hội Pháp Sư (Phần Cuối), Kaze no Matasaburou, Kỷ nguyên Genesis, Wistoria: Trượng Và Kiếm, Bảy Giác Quan Của Subaru, Pháo Hoa  Nên Ngắm Từ Dưới Hay Bên Cạnh?, Cat's Eye, K-On!!, Thám Tử Lừng Danh Conan Movie 24: Viên Đạn Đỏ, Bakumatsu, Texhnolyze, Gintama: Mitsuba hen (Live Action), The New Gate, Pokemon: Vị thần tôn kính - Arceus"
127,"Tsubasa Chronicle 2nd Season, Manh Thê Thực Thần, Break Blade Movie, Tate no Yuusha no Nariagari Season 3, Thực Đơn Hôm Nay Cho Gia Đình Emiya, Ta ga Tame no Alchemist, Meitantei Conan: Hannin no Hanzawa-san, Two Car, Cổng chiến tranh, Bakuon!! OVA, Isekai Quartet Movie: Another World, Minami-ke Tadaima, Nobunaga no Shinobi: Anegawa Ishiyama-hen, Saiki Kusuo no Ψ-nan: Kanketsu-hen, Aggressive Retsuko: We Wish You a Metal Christmas, Nàng Ta Không Làm Nữ Chính Lâu Rồi, Chiruran: Nibun no Ichi, Thương Thần Ký"
128,"Katekyo Hitman Reborn! Special, Thức Tỉnh Đi, Người Đại Diện Thời Gian OVA, Waccha PriMagi!, Mermaid Melody Pichi Pichi Pitch Pure, Thám tử lừng danh Conan: Cơn ác mộng đen tối, Atom: Sứ Mệnh Khởi Đầu, Yamato Nadeshiko Shichihenge"
129,"Omamori Himari, Makai Ouji: Devils and Realist, Chào Mừng Đến Với Lớp Học Đề Cao Thực Lực 3, Hành Trình Cô Độc Nơi Dị Giới, Bungou Stray Dogs: Hitori Ayumu, Phép thuật của Stella, Ane Log: Moyako Neesan no Tomaranai Monologue, Devilman: Crybaby, Futsuu no Joshikousei ga [Locodol] Yattemita., Mahoutsukai no Yakusoku, Hidamari Sketch x SP, Đấu Bài!! Vanguard: will+Dress, Fate/Grand Order: Moonlight/Lostroom, Chi: Về Sự Chuyển Động Của Địa Cầu, Kaitou Joker 3rd Season, Thất Nghiệp Chuyển Sinh Special, Boogiepop wa Warawanai (2019), Acro Trip, Bất Động Sản RPG, Ancien and the Magic Tablet - Giải Mã Giấc Mơ"
130,"Isekai Shokudou 2, Morita-san wa Mukuchi. 2, Choujuu Sentai Liveman, Ayashi no Ceres, HÀNH TRÌNH THAY ĐỔI THẾ GIỚI, Psycho-Pass: Sinners of the System Case.1 - Tsumi to Bachi, Ta Là Đại Thần Tiên, Yu☆Gi☆Oh!, Omae wa Mada Gunma wo Shiranai, Hakuouki Hekketsuroku, Nếu như thiếu niên ở ngôi làng ngay trước Last Dungeon chuyển tới Thành Tân Thủ, Genshiken 2, Kamen Rider Zero-One, Bắc Đẩu Thần Quyền, Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear, Days (TV), Những Cô Nàng Lamia, Thành phố bí ẩn OVA 2, Uchuu Show e Youkoso, Tensei shitara Slime Datta Ken: Coleus no Yume"
131,"Kaiketsu Jouki Tanteidan, Tsurezure Children, Tôi Là Thoại Thuật Sư Hỗ Trợ Cực Ác Dẫn Dắt Gia Tộc Mạnh Nhất Thế Giới, Gakuen Babysitters Special, Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set, Mahoraba: Heartful days, Love Hina Haru Special: Kimi Sakura Chiru Nakare!!, Sổ Tay Trồng Yêu Tinh, Log Horizon: Entaku Houkai, Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?, Blood-C: The Last Dark, Chou Mashin Eiyuuden Wataru"
132,"Kyoukai no Rinne (TV) 3rd Season, Vạn Giới Kỳ Duyên, Guilty Crown, Short Peace"
133,"Thần Lan Kỳ Vực Vô Song Châu, One Piece Movie 1, Heya Camp△, Sukitte Ii na yo., Machine-Doll wa Kizutsukanai Specials, Dragon's Dogma, Hiền Giả Tự Xưng Là Đồ Đệ Hiền Giả Tại Dị Giới, Kemeko Deluxe!, Dorei-ku The Animation, Ultraman Gaia, Miss Monochrome: The Animation 2, Isekai wa Smartphone to Tomo ni., UQ Holder!: Mahou Sensei Negima! 2, Persona 5 the Animation TV Specials, Shin Chuuka Ichiban!"
134,"Tokyo Ghoul S (Live Action 2019), Maougun Saikyou no Majutsushi wa Ningen datta, Đại Ma Vương Mạnh Nhất Lịch Sử Chuyển Sinh Thành Dân Làng A, Pokemon the Movie XY&Z: Volcanion to Karakuri no Magaarna, Gundam Build Divers Re:Rise 2nd Season, Kanon (2006), Fractale, Hidamari Sketch x Hoshi Mittsu, Cậu Bé Thần Giáo (TV), Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko"
135,"Osomatsu-san Movie, Tên cậu là gì?, Terminator 0, Dagashi Kashi 2, Karen Senki, Joshikausei, Choujigen Game Neptune The Animation OVA, Revice Forward: Kamen Rider Live & Evil & Demons, Cardfight!! Vanguard (2018), Đội bóng chày siêu đẳng phần 2, Bảy viên ngọc rồng siêu cấp: Broly"
136,"High School DxD Hero, UniteUp! Uni:Birth, Tou Tiao Dou Shi Ta - Trang Nhất Toàn Là Hắn, Boogiepop Phantom - Bóng Ma, Tamayura: More Aggressive, Romantic Killer, Shingeki no Bahamut: Virgin Soul, Isekai Ojisan, Tamayura: Sotsugyou Shashin Part 1 - Kizashi, Toàn Chức Cao Thủ 2, First Squad: The Moment of Truth, JoJo no Kimyou na Bouken: Stardust Crusaders, Make Heroine ga Oosugiru!, Stand By Me Doraemon, High Card Season 2"
137,"Mayonaka no Occult Koumuin, Nhóm Nhạc Của Những Ước Mơ!"
138,"Cars 3, Thí nghiệm nối tiếp của Lain, Bất Thường Tại Trường Phép Thuật Mùa 3, Hatena☆Illusion"
139,"Sasaki Và Pii-chan, Lớp Học Điệp Viên Mùa 2, Hakushaku to Yousei, Boruto: Đứa Con Ngỗ Nghịch Của Naruto, Mermaid Melody Pichi Pichi Pitch Pure, Bananya, 07-Ghost, Claymore, Tôi Đã Yêu Nữ Phản Diện Mất Rồi!, Minami-ke Okaeri, Kí Ức Tuổi Học Trò 2, Doraemon Movie 01: Nobita no Kyouryuu, Rắc Rối Đáng Yêu, Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron, Chàng Băng Giá Và Nàng Lạnh Lùng, Dịch vụ chuyển phát phù thủy Kiki Live Action"
140,"Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season, Bất Thường Tại Trường Phép Thuật Movie, Fruits Basket (2019), Prince of Tennis: The National Tournament Finals, Yu☆Gi☆Oh!, Kenzen Robo Daimidaler, Akachan to Boku, Digimon Adventure 02 Movies, Vạn Giới Thần Chủ, Ozmafia!!, Ani ni Tsukeru Kusuri wa Nai! 2, Nghịch Loạn Thời Không: Zero, Thuỷ Thủ Mặt Trăng R"
141,"Pan de Peace!, Beelzebub: Hirotta Akachan wa Daimaou!?, Nàng Ảo Thuật Gia, Little Witch Academia: Mahoujikake no Parade, Pandora Hearts, Binbou Shimai Monogatari, Angel's Feather, Phàm Nhân Tu Tiên - Phong Khởi Thiên Nam (Phàm Nhân Tu Tiên Truyện), D.C.II: Da Capo II, Persona 5 the Animation TV Specials, 86"
142,"Cuộc xâm lăng của bé Mực OVA, Kimi wa Houkago Insomnia, Natsu e no Tunnel  Sayonara no Deguchi, Towa no Quon, Medalist, JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season, Độc Bộ Vạn Cổ, Schwarzesmarken, Futsal Boys!!!!!, Blue Archive the Animation, Kamen Rider Revice: The Mystery, New Game!: Watashi  Shain Ryokou tte Hajimete nano de..., Kết Nối Trái Tim OVA, Space Bug, Guild no Uketsukejou desu ga  Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu, Hananoi Và Triệu Chứng Tình Yêu, 18if"
